,temperature,rain_1h,snow_1h,clouds_percentage,date_time,binary_holiday,population_density
486,278.22,1.52,0.0,90,18,0,4884
35904,275.86,0.0,0.0,90,22,0,2928
31603,289.81,0.0,0.0,75,23,0,1739
40373,294.67,0.0,0.0,90,16,0,6325
33877,293.37,0.3,0.0,90,3,0,354
12689,267.88,0.0,0.0,75,1,0,490
8237,268.6,0.0,0.0,64,5,0,2643
210,283.43,0.0,0.0,90,20,0,2531
24621,272.439,0.0,0.0,0,1,0,1022
10664,281.49,0.0,0.0,1,3,0,352
3179,292.56,0.0,0.0,1,4,0,451
27934,289.55,0.0,0.0,1,2,0,695
27635,285.62,0.0,0.0,90,13,0,5109
33656,280.8,0.0,0.0,75,3,0,345
82,258.4,0.0,0.0,97,21,0,1566
901,285.95,0.0,0.0,75,22,0,2423
827,297.82,0.0,0.0,40,19,0,3470
37637,270.57,0.0,0.0,90,8,0,5684
33367,290.21,0.0,0.0,1,16,0,6017
34172,259.68,0.0,0.0,75,4,0,722
3152,269.02,0.0,0.0,1,0,0,461
25329,251.72,0.0,0.0,1,9,0,2449
17545,287.83,0.0,0.0,1,10,0,4093
6300,289.92,0.0,0.0,1,0,0,1193
27562,279.53,0.0,0.0,1,15,0,5992
19712,297.63,0.0,0.0,20,1,0,434
42178,274.954,0.0,0.0,0,5,0,2824
13998,297.39,0.0,0.0,0,11,0,5098
3053,275.01,0.0,0.0,90,15,0,5712
23097,290.576,0.0,0.0,88,15,0,6143
25141,262.61,0.0,0.0,1,2,0,267
11263,254.5,0.0,0.0,90,5,0,2602
33388,274.72,0.0,0.0,90,19,0,2176
40475,283.55,0.0,0.0,90,8,0,5330
10482,290.88,0.0,0.0,75,12,0,4958
40920,301.38,0.0,0.0,1,18,0,4051
7660,294.28,0.0,0.0,32,10,0,4848
25183,269.22,0.0,0.0,90,20,0,3025
15419,292.34,0.0,0.0,1,5,0,2880
9222,293.16,0.51,0.0,90,8,0,5732
20432,273.36,0.0,0.0,64,2,0,210
20830,264.51,0.0,0.0,5,21,0,2264
10871,300.99,0.0,0.0,90,16,0,6622
25560,269.86,0.0,0.0,90,2,0,279
19059,261.5,0.0,0.0,90,1,0,425
4548,294.36,0.0,0.0,12,23,0,2165
11081,297.93,0.0,0.0,1,12,0,4290
20807,292.91,0.3,0.0,40,3,0,395
7690,296.29,0.0,0.0,90,13,0,4399
31868,289.92,0.0,0.0,1,0,0,1342
10055,265.48,0.0,0.0,75,9,0,3337
9367,288.21,0.0,0.0,90,15,0,5604
36531,291.44,0.0,0.0,1,23,0,1127
41731,284.84,0.0,0.0,1,3,0,316
23319,295.16,0.0,0.0,40,16,0,4734
31402,292.46,0.0,0.0,1,11,0,4498
7339,294.65,0.0,0.0,1,20,0,3429
2931,289.23,0.0,0.0,1,11,0,4773
39639,275.27,0.0,0.0,90,12,0,3714
17104,267.49,0.0,0.0,90,2,0,381
30324,300.97,0.0,0.0,1,19,0,2619
24575,271.37,0.0,0.0,90,23,0,723
15392,280.56,0.0,0.0,46,23,0,938
31785,274.62,0.0,0.0,90,19,0,3045
15450,297.68,0.0,0.0,75,14,0,5078
10582,255.94,0.0,0.0,75,20,0,2425
24085,295.39,9.15,0.0,90,6,0,4763
27964,294.46,0.0,0.0,90,11,0,3907
2585,265.22,0.0,0.0,90,3,0,349
31427,261.95,0.0,0.0,1,8,0,2107
39338,285.29,0.0,0.0,90,16,0,6473
1832,274.51,0.0,0.0,1,4,0,887
6234,294.71,0.0,0.0,40,8,0,1593
30370,284.58,0.0,0.0,1,6,0,5829
9128,274.61,0.0,0.0,90,5,0,744
29648,290.08,0.0,0.0,1,15,0,4548
11658,272.58,0.0,0.0,90,19,0,3423
8307,275.49,0.0,0.0,90,18,0,3590
1763,304.29,0.0,0.0,1,13,0,4130
2677,271.3,0.0,0.0,64,7,0,4025
31033,270.89,0.0,0.0,20,11,0,3892
13022,282.89,0.0,0.0,1,5,0,3058
21735,285.07,0.0,0.0,90,16,0,6533
27996,289.62,0.0,0.0,1,6,0,5617
26795,288.15,0.0,0.0,1,14,0,5835
15765,294.27,0.0,0.0,1,8,0,2470
19482,286.89,0.0,0.0,90,11,0,3916
32635,281.96,0.0,0.0,90,19,0,3545
40288,292.72,0.0,0.0,1,4,0,868
31720,278.04,0.0,0.0,75,7,0,1095
40102,275.68,0.0,0.0,75,22,0,2630
38902,288.54,2.41,0.0,90,6,0,5642
21179,274.51,0.0,0.0,90,18,0,4385
24138,275.73,0.0,0.0,1,20,0,2522
24534,294.04,0.0,0.0,1,1,0,482
3807,290.12,0.51,0.0,92,10,0,4405
1120,286.59,0.25,0.0,1,23,0,1272
21884,271.65,0.0,0.0,20,4,0,802
32727,301.98,0.25,0.0,1,16,0,4649
26361,284.34,4.06,0.0,90,9,0,2907
37717,294.28,0.0,0.0,90,15,0,5456
24496,289.69,0.0,0.0,90,1,0,1065
5904,287.75,0.0,0.0,90,8,0,2536
30624,295.43,0.0,0.0,1,7,0,1134
36474,273.72,0.0,0.0,90,17,0,3788
41441,287.23,0.0,0.0,90,9,0,4959
31541,284.29,2.79,0.0,1,4,0,909
39005,278.01,0.0,0.0,1,3,0,346
33029,289.78,0.0,0.0,92,14,0,5550
5351,287.28,0.0,0.0,40,21,0,2469
25355,263.07,0.0,0.0,40,22,0,2657
39498,272.82,0.0,0.0,1,21,0,2781
28338,268.86,0.0,0.0,90,3,0,339
39727,285.22,0.0,0.0,40,23,0,1110
5697,253.29,0.0,0.0,1,5,0,2577
23589,292.22,7.29,0.0,75,1,0,374
12658,298.44,0.0,0.0,75,4,0,1005
43105,281.8,0.0,0.0,90,2,0,280
125,254.96,0.0,0.0,1,20,0,2843
15931,284.8,0.25,0.0,90,8,0,6164
16552,290.27,0.0,0.0,90,22,0,3075
42632,264.15,0.0,0.0,90,4,0,773
37749,288.89,0.0,0.0,40,22,0,2042
2404,273.68,0.0,0.0,90,5,0,690
21394,290.83,0.0,0.0,90,9,0,5217
35531,261.94,0.0,0.0,75,8,0,5636
19847,298.07,0.0,0.0,5,10,0,3718
31006,271.72,0.0,0.0,1,3,0,480
39744,258.27,0.0,0.0,1,1,0,812
26275,296.95,0.0,0.0,1,4,0,434
37763,250.9,0.0,0.0,75,15,0,3197
15525,295.52,7.54,0.0,76,3,0,380
36932,270.72,0.0,0.0,90,23,0,1598
15594,273.81,0.0,0.0,90,15,0,5589
37823,295.33,0.0,0.0,40,22,0,2107
465,295.68,0.0,0.0,68,4,0,796
11941,255.57,0.0,0.0,5,14,0,5231
16432,288.26,0.0,0.0,90,1,0,353
22234,264.94,0.0,0.0,40,19,0,3221
14353,295.6,0.0,0.0,40,3,0,356
14969,298.69,0.0,0.0,20,12,0,5284
25883,296.58,0.0,0.0,75,10,0,4154
13972,292.81,0.0,0.0,8,10,0,5096
26855,290.51,0.0,0.0,90,3,0,390
27265,289.42,0.0,0.0,90,20,0,3102
8881,284.51,0.0,0.0,5,22,0,1973
5252,298.29,0.0,0.0,1,17,0,6165
10486,276.48,0.0,0.0,90,17,0,4354
28623,296.28,0.0,0.0,75,19,0,3625
22972,291.58,0.0,0.0,1,19,0,3508
41828,249.15,0.0,0.0,1,8,0,5416
714,289.42,0.0,0.0,40,23,0,1524
1732,282.15,0.0,0.0,1,2,0,427
15217,297.55,0.0,0.0,75,11,0,4752
42761,294.81,0.0,0.0,75,19,0,3028
15490,285.08,0.0,0.0,1,0,0,561
376,263.01,0.0,0.0,1,0,0,1043
11597,295.01,0.25,0.0,1,23,0,1945
5679,256.48,0.0,0.0,90,14,0,5270
36142,272.08,0.0,0.0,90,6,0,5107
37264,297.75,0.0,0.0,75,19,0,3716
31398,292.61,0.0,0.0,1,16,0,6723
11442,258.59,0.0,0.0,90,10,0,3471
22262,295.18,1.4,0.0,88,15,0,4242
9061,250.14,0.0,0.0,75,4,0,739
19422,273.48,0.0,0.0,90,21,0,1834
29080,276.793,0.0,0.0,64,9,0,2844
9502,262.97,0.0,0.0,40,10,0,4589
40061,280.423,0.0,0.0,0,3,0,484
2352,296.54,0.0,0.0,75,16,0,5718
33408,298.98,0.0,0.0,68,4,0,426
1107,296.62,0.0,0.0,75,22,0,2713
24905,258.1,0.0,0.0,89,12,0,4422
26780,272.08,0.0,0.0,75,6,0,5946
37873,273.73,0.0,0.0,1,22,0,3739
36781,287.04,0.0,0.0,90,20,0,2777
39994,286.89,0.25,0.0,75,5,0,2919
8239,262.3,0.0,0.0,90,8,0,2552
2867,287.77,0.0,0.0,75,3,0,333
28465,293.42,0.0,0.0,90,19,0,3078
1724,297.41,0.0,0.0,40,19,0,3375
7882,296.15,0.0,0.0,20,11,0,5117
5672,270.03,0.0,0.0,90,11,0,3488
32521,255.57,0.0,0.0,64,16,0,6322
28001,299.36,0.0,0.0,80,10,0,5323
31195,278.15,0.0,0.0,90,1,0,426
1032,284.39,0.25,0.0,90,15,0,5431
16593,288.35,0.0,0.0,5,7,0,1614
15832,288.22,0.0,0.0,80,23,0,1296
22249,287.1,0.0,0.0,90,10,0,4812
39803,294.94,10.67,0.0,90,10,0,4582
43307,293.171,0.0,0.0,0,1,0,394
5682,277.86,0.0,0.0,1,1,0,842
36399,287.44,0.0,0.0,75,5,0,2736
5137,290.36,0.0,0.0,1,1,0,410
33401,265.15,0.0,0.0,90,15,0,6031
370,275.58,0.0,0.0,90,9,0,2450
21222,288.07,0.0,0.0,90,13,0,5026
41257,294.459,0.0,0.0,8,15,0,5640
18990,282.865,0.0,0.0,24,5,0,2861
32823,292.67,9.9,0.0,92,9,0,4792
2423,287.22,0.0,0.0,90,1,0,327
20081,273.06,0.76,0.0,90,11,0,3462
32321,275.77,0.0,0.0,40,15,0,5496
12371,268.26,0.0,0.0,90,22,0,2137
18101,291.41,0.0,0.0,90,3,0,320
15716,291.1,5.19,0.0,90,17,0,5065
15958,254.96,0.0,0.0,40,18,0,3873
18206,275.02,0.0,0.0,90,17,0,4667
16870,300.02,0.0,0.0,48,20,0,3168
34064,287.82,0.0,0.0,90,7,0,6901
32506,298.68,0.0,0.0,1,19,0,3117
40350,266.01,0.0,0.0,1,8,0,6637
5084,271.75,0.0,0.0,90,13,0,5626
16960,294.2,0.0,0.0,75,19,0,3324
9018,273.94,0.0,0.0,90,16,0,5633
10161,268.29,0.0,0.0,75,22,0,4358
13329,262.27,0.0,0.0,1,4,0,482
43295,279.28,0.0,0.0,75,10,0,4533
40466,277.32,0.0,0.0,1,18,0,4511
24485,275.01,0.0,0.0,90,13,0,4810
28515,256.78,0.0,0.0,75,23,0,1139
750,250.65,0.0,0.0,1,20,0,2217
4110,302.21,0.0,0.0,40,12,0,5153
27760,287.85,0.0,0.0,40,9,0,4309
19910,297.62,0.0,0.0,75,8,0,5583
15760,286.17,0.0,0.0,1,4,0,769
11432,289.69,0.0,0.0,1,3,0,369
39982,286.69,0.0,0.0,90,21,0,3030
27217,281.37,0.0,0.0,90,10,0,4534
40975,286.71,0.0,0.0,92,14,0,6205
32487,257.43,0.0,0.0,90,5,0,2217
17034,281.55,0.0,0.0,75,17,0,5518
39086,273.68,0.0,0.0,90,17,0,6262
24984,261.22,0.0,0.0,1,7,0,1390
35505,286.21,0.0,0.0,90,16,0,4684
17618,265.22,0.0,0.0,90,20,0,3080
1735,302.21,0.0,0.0,20,19,0,3797
8174,270.37,0.0,0.0,90,3,0,334
13342,287.3,0.0,0.0,1,6,0,5785
33602,275.73,0.0,0.0,40,14,0,4397
12258,287.76,0.0,0.0,1,0,0,1371
22985,280.07,0.0,0.0,90,2,0,326
12863,287.41,0.0,0.0,92,19,0,3378
9231,275.68,0.0,0.0,90,7,0,6812
3593,271.55,0.0,0.0,90,7,0,4050
32175,299.23,0.0,0.0,0,9,0,5443
42843,271.57,0.0,0.0,1,22,0,2505
9338,267.43,0.0,0.0,90,14,0,3490
21626,291.88,0.0,0.0,90,20,0,2907
22163,276.58,0.0,0.0,90,22,0,2168
16191,264.41,0.0,0.0,90,4,0,284
42851,279.04,0.0,0.0,1,0,0,502
25155,268.81,0.0,0.0,1,9,0,4933
27658,275.96,0.0,0.0,90,6,0,5543
38003,281.72,0.0,0.0,90,13,0,4716
2930,291.2,0.51,0.0,90,16,0,6186
29837,293.51,0.0,0.0,90,17,0,6410
33901,269.8,0.0,0.0,90,13,0,5128
23713,288.79,0.3,0.0,90,12,0,5204
9824,295.58,0.0,0.0,0,12,0,5180
11761,295.22,10.67,0.0,90,16,0,7
19290,266.15,0.0,0.0,90,10,0,3740
29631,264.93,0.0,0.0,1,17,0,6092
7270,284.1,0.0,0.0,50,14,0,5557
3169,295.8,0.0,0.0,0,0,0,1669
39093,248.27,0.0,0.0,40,19,0,2022
20594,292.64,0.0,0.0,12,3,0,349
3510,266.98,0.0,0.0,90,10,0,3178
10742,299.91,0.0,0.0,75,16,0,4128
23254,298.44,0.0,0.0,1,21,0,2566
18039,256.87,0.0,0.0,40,2,0,285
23623,268.65,0.0,0.0,1,6,0,5369
42343,274.08,0.0,0.0,90,15,0,4872
5434,278.48,0.0,0.0,5,19,0,3162
16287,273.22,0.0,0.08,90,3,0,401
37676,292.22,1.4,0.0,40,1,0,537
22988,290.94,0.0,0.0,1,23,0,1022
38578,292.196,0.0,0.0,0,15,0,5852
12426,265.55,0.0,0.0,90,8,0,5460
30086,293.15,0.0,0.0,75,20,0,2859
15841,286.28,0.0,0.0,40,1,0,1015
23829,271.0,0.0,0.0,40,16,0,4767
20015,298.01,0.0,0.0,1,10,0,3236
24367,290.42,0.3,0.0,90,15,0,5974
43329,285.55,0.0,0.0,20,2,0,330
10504,299.4,0.0,0.0,1,10,0,4353
21920,299.62,0.0,0.0,1,16,0,6238
19169,272.62,0.0,0.0,1,1,0,542
43130,275.62,0.0,0.0,75,21,0,2550
98,276.08,0.0,0.0,75,16,0,4837
16121,277.14,0.0,0.0,1,5,0,2863
40967,293.49,6.1,0.0,75,0,0,543
12737,291.91,0.0,0.0,1,2,0,349
21431,294.58,0.0,0.0,75,13,0,4743
28120,271.72,0.0,0.0,90,23,0,1035
24850,301.92,0.0,0.0,75,14,0,5018
25847,276.793,0.0,0.0,64,7,0,1822
29473,295.37,0.0,0.0,75,18,0,4373
36828,264.72,0.0,0.0,75,16,0,6512
12060,289.33,0.0,0.0,0,5,0,2897
17247,292.89,0.0,0.0,90,13,0,5353
20495,275.59,0.0,0.0,90,4,0,301
20484,295.29,0.0,0.0,90,13,0,4552
32991,289.5,0.0,0.0,1,2,0,678
5384,254.2,0.0,0.0,75,13,0,4682
31156,250.11,0.0,0.0,1,20,0,2342
16236,290.94,0.38,0.0,75,13,0,4307
15762,268.42,0.0,0.0,1,17,0,3671
19339,288.22,0.25,0.0,1,4,0,811
20836,284.02,0.0,0.0,0,10,0,3878
25971,282.97,0.0,0.0,90,4,0,870
20364,289.31,0.0,0.0,1,22,0,3000
29733,288.69,0.0,0.0,75,21,0,2201
1833,274.98,0.89,0.0,64,15,0,5994
12439,271.08,0.0,0.0,40,4,0,832
34719,271.47,0.0,0.0,75,9,0,4390
37242,282.88,0.0,0.0,40,23,0,1017
41181,257.49,0.0,0.0,75,21,0,2010
4404,293.91,10.54,0.0,88,9,0,5225
29043,277.29,0.0,0.0,1,2,0,374
28840,306.79,0.0,0.0,8,16,0,6653
23962,296.85,0.0,0.0,1,13,0,4723
13176,265.02,0.0,0.0,90,23,0,930
13668,271.23,0.0,0.0,20,8,0,5966
15514,278.54,0.0,0.0,40,13,0,3892
16400,296.52,0.0,0.0,1,10,0,4702
21745,282.55,0.0,0.0,0,6,0,910
19266,295.39,0.0,0.0,40,21,0,3077
29548,296.83,0.0,0.0,1,18,0,5319
26436,263.9,0.51,0.0,90,7,0,5312
27283,286.75,0.0,0.0,90,8,0,3564
15535,280.84,0.0,0.0,1,21,0,2450
19575,297.58,0.0,0.0,1,19,0,3380
1777,277.86,0.0,0.0,100,10,0,3179
6101,296.14,0.0,0.0,8,6,0,1474
41412,295.49,0.0,0.0,75,7,0,1131
15662,287.48,0.0,0.0,20,8,0,6088
11064,252.81,0.0,0.0,40,16,0,6331
11390,264.09,0.0,0.0,1,1,0,329
5884,283.95,0.0,0.0,90,5,0,3098
22486,294.15,0.0,0.0,1,0,0,731
34292,276.27,0.0,0.0,90,15,0,5283
32602,297.82,0.0,0.0,75,19,0,3604
15180,274.4,0.0,0.0,90,10,0,4558
16199,296.22,0.0,0.0,75,14,0,5079
38942,292.92,0.0,0.0,75,20,0,3018
41425,261.79,0.0,0.0,1,4,0,843
6368,280.19,0.0,0.0,90,1,0,920
13005,293.6,0.25,0.0,75,23,0,1080
28041,279.35,0.0,0.0,5,12,0,5069
23874,283.28,0.0,0.0,1,4,0,850
39609,247.15,0.0,0.0,1,2,0,209
35116,278.56,0.0,0.0,90,22,0,1671
23361,252.82,0.0,0.0,1,0,0,529
10485,274.66,0.0,0.0,90,18,0,4534
20972,266.29,0.0,0.0,90,7,0,4844
22755,293.04,2.75,0.0,90,23,0,1917
38871,295.48,0.0,0.0,75,20,0,2788
40635,297.36,0.0,0.0,8,13,0,4347
37232,250.4,0.0,0.0,1,1,0,419
17246,301.77,0.0,0.0,40,17,0,6172
28032,270.49,0.0,0.0,40,17,0,6515
7101,293.26,0.0,0.0,20,9,0,5280
35516,271.44,0.0,0.0,90,23,0,1162
41795,284.15,1.02,0.0,90,11,0,4458
3289,284.68,0.0,0.0,90,13,0,5185
31646,275.02,0.0,0.0,1,0,0,556
23358,294.43,0.0,0.0,75,15,0,4255
30588,257.16,0.0,0.0,1,2,0,325
25590,250.41,0.0,0.0,90,9,0,3709
25501,269.11,0.0,0.0,64,4,0,323
3408,276.31,0.0,0.0,90,19,0,2627
14533,294.9,0.0,0.0,92,21,0,2838
30615,277.86,0.0,0.0,75,18,0,4811
14287,278.398,0.0,0.0,0,1,0,1024
2755,285.48,0.0,0.0,90,17,0,4180
5005,299.82,0.0,0.0,75,14,0,5017
34571,291.86,0.0,0.0,90,22,0,1796
25232,273.86,0.0,0.32,90,16,0,5222
31714,267.56,0.0,0.0,90,4,0,739
21554,255.04,0.0,0.0,75,14,0,5212
5777,277.06,0.0,0.0,90,2,0,671
24126,278.84,0.0,0.0,64,2,0,509
38971,270.65,0.0,0.0,1,7,0,5779
31777,263.3,0.0,0.0,1,10,0,4373
20840,276.21,0.0,0.0,90,22,0,1684
25519,260.21,0.0,0.0,1,4,0,1015
7716,259.22,0.0,0.0,90,0,0,549
12970,264.0,0.0,0.0,1,22,0,2992
6823,288.3,0.0,0.0,1,7,0,6386
25953,255.83,0.0,0.0,36,0,0,686
30383,286.92,0.0,0.0,12,11,0,4392
17619,258.42,0.0,0.0,90,8,0,4082
34700,269.74,0.0,0.0,64,7,0,1834
31425,294.18,0.0,0.0,1,12,0,5304
26159,297.888,0.0,0.0,0,8,0,5414
1303,280.02,0.0,0.0,1,23,0,1178
32890,282.55,0.0,0.0,90,17,0,5912
41149,294.68,0.0,0.0,75,16,0,5927
28800,276.72,0.0,0.0,75,8,0,5508
42531,265.14,0.0,0.0,64,20,0,2301
38509,275.515,0.0,0.0,32,15,0,5563
34778,293.15,0.0,0.0,1,23,0,1183
14951,281.83,0.0,0.0,40,6,0,6032
37501,261.34,0.0,0.0,1,1,0,356
42168,266.79,0.0,0.0,90,23,0,966
29560,268.44,0.0,0.0,90,3,0,287
10752,291.03,1.02,0.0,56,22,0,2435
6726,284.18,0.0,0.0,5,7,0,2063
24197,273.9,0.0,0.0,90,22,0,1752
4701,273.27,0.0,0.0,40,6,0,5332
29533,292.96,0.0,0.0,90,16,0,6196
6799,248.47,0.0,0.0,1,11,0,4024
5167,261.96,0.0,0.0,1,14,0,3944
4997,274.79,0.0,0.0,90,3,0,486
37241,286.08,0.0,0.0,1,3,0,458
23986,286.93,0.0,0.0,90,2,0,267
693,283.78,0.0,0.0,1,6,0,898
38011,263.42,0.0,0.0,40,1,0,260
11536,297.27,0.25,0.0,0,12,0,4264
10173,283.4,0.25,0.0,90,14,0,5825
4973,290.7,0.0,0.0,40,16,0,5040
26574,273.65,0.0,0.0,90,18,0,4468
33817,297.48,4.06,0.0,75,18,0,3629
35262,265.92,0.0,0.0,90,21,0,2614
40772,290.1,0.0,0.0,75,20,0,3491
42689,290.61,0.0,0.0,40,7,0,1012
39133,296.68,0.0,0.0,20,17,0,5119
11979,284.39,0.0,0.0,56,4,0,797
2832,295.2,0.0,0.0,1,3,0,382
33422,289.33,0.0,0.0,0,4,0,817
23309,247.15,0.0,0.0,1,7,0,5684
3838,294.121,0.0,0.0,88,6,0,790
28385,276.01,0.0,0.0,90,0,0,1159
31977,283.79,0.0,0.0,5,20,0,2446
30486,291.81,0.0,0.0,75,15,0,5716
19091,261.49,0.0,0.0,1,6,0,976
23919,291.05,0.0,0.0,20,22,0,2533
9199,293.75,0.0,0.0,1,6,0,1467
8585,286.47,0.0,0.0,0,7,0,5924
35522,293.55,0.0,0.0,1,11,0,4807
5779,282.09,0.0,0.0,75,12,0,5030
11235,249.08,0.0,0.0,1,1,0,1408
16060,265.22,0.0,0.0,20,7,0,6253
7937,279.55,0.0,0.0,90,7,0,6123
2238,290.33,0.0,0.0,1,13,0,4907
23696,295.22,0.0,0.0,90,10,0,4392
1755,287.5,0.0,0.0,1,7,0,6616
41143,272.15,0.0,0.0,1,19,0,2995
17424,274.35,0.0,0.0,90,14,0,4902
42488,284.23,0.0,0.0,90,16,0,6305
42231,291.77,0.0,0.0,1,11,0,4690
10379,268.03,0.0,0.0,75,16,0,5968
32672,294.83,0.0,0.0,1,20,0,3059
41604,271.28,0.0,0.0,90,3,0,335
41438,269.08,0.0,0.0,90,7,0,5702
40800,253.36,0.0,0.0,1,8,0,5965
21003,294.94,0.0,0.0,75,22,0,2217
20780,294.11,0.0,0.0,40,16,0,6368
24229,292.55,0.0,0.0,90,13,0,5038
21858,292.78,0.0,0.0,68,0,0,664
24437,305.93,0.0,0.0,75,13,0,3611
11994,286.82,0.0,0.0,90,6,0,5589
35272,269.13,0.0,0.0,1,16,0,4880
4718,278.65,0.0,0.0,1,23,0,1409
12497,289.27,0.25,0.0,90,14,0,4980
37503,286.52,0.0,0.0,40,17,0,5909
18694,276.71,0.0,0.0,90,23,0,1051
30225,281.22,0.0,0.0,90,15,0,6000
6578,306.22,0.0,0.0,1,13,0,5236
17983,251.14,0.0,0.0,1,21,0,2821
27180,289.09,0.0,0.0,40,4,0,840
31403,290.32,0.0,0.0,1,22,0,2288
34553,274.08,0.0,0.0,90,0,0,516
11860,276.35,0.0,0.0,0,23,0,864
30317,265.93,0.0,0.0,90,4,0,775
15150,252.0,0.0,0.0,1,0,0,539
18011,294.64,0.0,0.0,1,0,0,542
23505,285.71,0.0,0.0,90,18,0,4537
8399,271.55,0.0,0.0,90,20,0,2914
9166,291.8,1.78,0.0,90,5,0,551
30445,261.01,0.0,0.0,20,16,0,4139
34452,287.65,0.0,0.0,90,19,0,3405
21425,291.62,0.0,0.0,40,4,0,293
19818,286.63,0.0,0.0,1,9,0,3364
876,266.08,0.0,0.0,1,17,0,6282
31171,291.55,0.0,0.0,1,20,0,2934
22052,272.68,0.0,0.0,75,10,0,4892
37619,292.14,0.25,0.0,75,20,0,2606
21053,281.1,0.64,0.0,90,15,0,4554
19539,296.78,0.0,0.0,40,20,0,3286
11045,274.88,0.0,0.0,40,10,0,4367
2933,279.33,0.0,0.0,20,16,0,6736
30199,271.48,0.0,0.0,1,6,0,5715
11336,301.37,0.0,0.0,1,17,0,4664
18170,279.37,0.0,0.0,90,22,0,1566
43258,279.81,0.0,0.0,90,12,0,5317
8720,293.49,0.0,0.0,1,1,0,423
31203,255.31,0.0,0.0,64,17,0,5850
39684,296.8640000000001,0.0,0.0,64,14,0,4264
9596,278.68,0.0,0.0,90,16,0,4396
27769,269.35,0.0,0.0,1,5,0,2885
17314,298.5,0.0,0.0,80,21,0,3138
5521,283.77,0.0,0.0,90,7,0,7192
5499,298.15,0.51,0.0,75,16,0,4928
27166,288.23,0.0,0.0,90,10,0,4458
38659,274.36,0.0,0.0,1,4,0,840
8454,286.48,0.0,0.0,1,19,0,3764
8814,268.08,0.0,0.0,5,10,0,4379
4859,284.71,0.0,0.0,90,2,0,264
31023,291.88,0.0,0.0,1,0,0,516
41182,260.61,0.0,0.0,75,18,0,3075
6285,286.33,0.0,0.0,92,23,0,1409
14777,250.24,0.0,0.0,70,18,0,4053
22974,276.47,0.0,0.0,20,13,0,5397
35044,296.28,0.0,0.0,0,11,0,4972
14971,301.93,0.0,0.0,36,10,0,4881
34415,258.97,0.0,0.0,75,5,0,689
22873,294.63,0.0,0.0,1,21,0,2631
78,301.48,0.0,0.0,20,17,0,6227
39486,280.3,0.0,0.0,1,0,0,974
43204,285.74,0.51,0.0,90,18,0,4413
41516,279.59,0.0,0.0,90,13,0,4622
7974,278.22,0.0,0.0,90,16,0,6641
10397,278.74,0.0,0.0,1,23,0,878
10333,290.3,0.0,0.0,1,2,0,306
22174,270.65,0.0,0.0,1,9,0,4140
16663,290.47,0.0,0.0,40,20,0,2761
2640,292.43,0.0,0.0,90,9,0,5011
35275,274.95,0.0,0.0,1,10,0,4778
32611,288.87,0.0,0.0,1,4,0,342
23116,270.22,0.0,0.0,90,11,0,2153
19984,285.83,0.0,0.0,90,16,0,6655
5078,290.77,0.0,0.0,90,20,0,2598
15427,288.01,0.0,0.0,40,22,0,1987
43322,289.48,5.97,0.0,0,10,0,4503
29621,290.43,3.74,0.0,90,12,0,4751
36760,283.61,0.0,0.0,75,9,0,4967
30739,297.34,0.0,0.0,90,17,0,3518
17027,255.28,0.0,0.0,40,19,0,2861
13161,300.67,0.0,0.0,40,12,0,4332
21408,256.12,0.0,0.0,20,5,0,462
42986,287.23,0.0,0.0,90,0,0,553
21855,271.22,0.0,0.0,90,5,0,2555
41655,298.96,0.0,0.0,12,21,0,3004
16153,264.62,0.0,0.0,40,15,0,5352
12942,282.49,0.34,0.0,75,14,0,5807
25963,291.66,0.0,0.0,1,20,0,2915
40648,280.62,0.0,0.0,96,3,0,432
20334,298.58,0.0,0.0,0,18,0,3788
11800,278.64,0.0,0.0,90,19,0,3398
26459,269.21,0.0,0.0,90,17,0,5784
2884,279.79,0.0,0.0,40,14,0,5223
28516,293.45,0.0,0.0,0,7,0,6136
11831,272.13,0.0,0.0,90,17,0,5066
3681,285.69,0.0,0.0,0,0,0,552
33887,283.56,0.0,0.0,92,18,0,4964
3207,274.98,0.0,0.0,90,21,0,1858
28743,299.51,0.0,0.0,75,18,0,4022
30333,281.02,0.0,0.0,90,18,0,4569
27325,284.23,0.0,0.0,90,16,0,6305
19424,290.46,0.0,0.0,75,9,0,3444
9536,269.72,0.0,0.0,1,0,0,1074
26745,274.29,0.0,0.0,1,11,0,4931
20298,272.01,0.0,0.0,90,13,0,4955
19396,265.58,0.0,0.0,64,18,0,3132
10409,295.63,0.0,0.0,1,6,0,882
40487,276.55,0.0,0.0,90,19,0,3448
4148,278.04,0.0,0.0,20,14,0,5114
12670,281.74,0.0,0.0,1,4,0,861
17897,286.77,0.0,0.0,0,8,0,5454
32434,295.84,0.0,0.0,1,8,0,1742
13914,292.16,0.0,0.0,32,7,0,5969
32269,272.42,0.0,0.0,1,21,0,2736
8832,279.08,0.0,0.0,1,1,0,310
10636,255.07,0.0,0.0,5,9,0,5343
41667,275.28,0.0,0.0,90,23,0,804
7563,282.96,0.0,0.0,1,19,0,3100
41417,296.15,0.0,0.0,1,4,0,796
11353,267.51,0.0,0.0,90,22,0,2584
24748,262.35,0.0,0.0,5,15,0,5287
15373,264.73,0.0,0.0,90,0,0,571
27563,277.75,0.0,0.0,5,16,0,6660
17508,275.36,0.0,0.0,90,16,0,4242
32375,285.74,0.51,0.0,90,18,0,4413
5645,292.56,0.0,0.0,1,12,0,5389
