,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
92,None,279.08,0.0,0.0,40,Clouds,scattered clouds,10/6/2012 12:00,5669,high
36384,None,287.94,0.0,0.0,1,Clear,sky is clear,8/18/2017 7:00,6180,very high
40503,None,275.76,0.0,0.0,90,Haze,haze,1/10/2018 16:00,6602,very high
3848,None,266.8,0.0,0.0,90,Snow,heavy snow,2/24/2013 6:00,696,very low
41749,None,270.08,0.0,0.0,90,Mist,mist,2/23/2018 4:00,830,very low
28679,None,274.95,0.0,0.0,90,Drizzle,drizzle,11/30/2016 8:00,5681,high
24855,None,296.22,0.0,0.0,90,Clouds,overcast clouds,7/11/2016 0:00,621,very low
7382,None,301.15,0.0,0.0,40,Clouds,scattered clouds,7/2/2013 15:00,6041,very high
33716,None,289.75,0.0,0.0,90,Mist,mist,5/17/2017 8:00,5822,high
29446,None,273.72,0.0,0.0,90,Drizzle,light intensity drizzle,12/25/2016 2:00,348,very low
6607,None,288.36,0.0,0.0,90,Clouds,overcast clouds,6/2/2013 3:00,355,very low
33301,None,276.95,0.0,0.0,90,Drizzle,drizzle,5/2/2017 6:00,6022,very high
5747,None,275.66,0.0,0.0,90,Rain,light rain,5/4/2013 14:00,4978,high
31266,None,269.62,0.0,0.0,90,Snow,light snow,2/24/2017 10:00,4130,medium
26037,None,291.41,0.0,0.0,75,Clouds,broken clouds,8/26/2016 10:00,4736,high
1164,None,269.51,0.0,0.0,75,Clouds,broken clouds,11/13/2012 15:00,5664,high
41964,None,272.09,0.0,0.0,1,Clear,sky is clear,3/1/2018 21:00,2981,medium
24029,None,283.8,0.0,0.0,1,Mist,mist,6/8/2016 3:00,357,very low
7867,None,298.8,0.0,0.0,0,Clear,Sky is Clear,7/22/2013 19:00,3404,medium
5667,None,278.73,0.0,0.0,90,Rain,light rain,5/2/2013 7:00,6818,very high
48117,None,287.24,0.0,0.0,90,Clouds,overcast clouds,9/27/2018 12:00,4849,high
29952,None,257.88,0.0,0.0,90,Snow,light snow,1/11/2017 4:00,847,very low
21909,None,271.22,0.0,0.0,90,Mist,mist,3/19/2016 1:00,669,very low
36245,None,290.22,0.0,0.0,90,Mist,mist,8/14/2017 9:00,4570,high
21597,None,273.68,0.0,0.0,90,Clouds,overcast clouds,3/3/2016 15:00,5932,very high
43524,None,276.36,0.0,0.0,1,Mist,mist,4/23/2018 8:00,5970,very high
42140,None,262.26,0.0,0.0,40,Mist,mist,3/7/2018 5:00,2875,low
32136,None,281.41,0.0,0.0,1,Clear,sky is clear,3/27/2017 12:00,4734,high
39901,None,276.08,0.0,0.0,90,Clouds,overcast clouds,12/18/2017 17:00,6009,very high
43407,None,274.37,0.0,0.0,90,Haze,haze,4/18/2018 12:00,5013,high
17737,None,292.52,0.0,0.0,1,Clear,sky is clear,8/26/2015 11:00,4896,high
35664,None,300.94,0.0,0.0,90,Thunderstorm,proximity thunderstorm,7/25/2017 18:00,4095,medium
34606,None,299.65,0.0,0.0,75,Clouds,broken clouds,6/17/2017 13:00,4408,high
46772,None,291.07,0.0,0.0,20,Mist,mist,8/17/2018 6:00,5243,high
590,None,285.32,0.0,0.0,90,Mist,mist,10/25/2012 4:00,809,very low
45207,None,297.51,0.0,0.0,75,Haze,haze,6/21/2018 19:00,3823,medium
11060,None,263.06,0.0,0.0,64,Clouds,broken clouds,12/29/2013 2:00,521,very low
22498,None,298.24,0.0,0.0,75,Clouds,broken clouds,4/16/2016 14:00,4823,high
27785,None,280.42,0.0,0.0,20,Clouds,few clouds,11/3/2016 0:00,1024,very low
40312,None,258.15,0.0,0.0,1,Clear,sky is clear,1/3/2018 4:00,811,very low
31821,None,278.51,0.0,0.0,90,Clouds,overcast clouds,3/17/2017 12:00,5514,high
35370,None,294.49,0.0,0.0,1,Clear,sky is clear,7/16/2017 1:00,1114,very low
41538,None,262.35,0.0,0.0,1,Clear,sky is clear,2/16/2018 1:00,387,very low
47346,None,291.61,0.25,0.0,75,Rain,light rain,9/3/2018 7:00,1556,low
10289,None,274.81,0.0,0.0,64,Haze,haze,12/2/2013 11:00,4584,high
34721,None,297.15,0.0,0.0,75,Clouds,broken clouds,6/21/2017 21:00,2792,low
23170,None,287.39,0.25,0.0,90,Thunderstorm,proximity thunderstorm,5/9/2016 20:00,2650,low
38954,None,279.62,0.0,0.0,90,Mist,mist,11/15/2017 0:00,608,very low
10568,None,260.59,0.0,0.0,64,Mist,mist,12/10/2013 5:00,2627,low
31745,None,269.35,0.0,0.0,1,Clear,sky is clear,3/14/2017 13:00,4968,high
10048,None,263.44,0.0,0.0,1,Clear,sky is clear,11/22/2013 5:00,2606,low
21340,None,272.55,0.0,0.0,40,Clouds,scattered clouds,2/16/2016 17:00,6009,very high
31477,None,269.95,0.0,0.0,1,Clear,sky is clear,3/4/2017 6:00,1056,very low
27430,None,283.628,0.0,0.0,0,Clear,Sky is Clear,10/18/2016 21:00,3270,medium
40959,None,269.75,0.0,0.0,90,Snow,light snow,1/25/2018 11:00,4529,high
9362,None,292.47,0.0,0.0,1,Clear,sky is clear,10/8/2013 20:00,3030,medium
43895,None,294.49,0.0,0.0,1,Clear,sky is clear,5/8/2018 0:00,585,very low
34203,None,292.28,0.0,0.0,1,Clear,sky is clear,6/2/2017 9:00,4961,high
5200,None,273.76,0.0,0.0,90,Clouds,overcast clouds,4/17/2013 5:00,2610,low
31164,None,286.548,0.0,0.0,92,Rain,light rain,2/20/2017 19:00,2804,low
2327,None,269.42,0.0,0.0,1,Clear,sky is clear,12/23/2012 15:00,3838,medium
43708,None,299.69,0.0,0.0,1,Clear,sky is clear,4/30/2018 20:00,2673,low
43874,None,288.02,0.0,0.0,40,Clouds,scattered clouds,5/7/2018 3:00,326,very low
42007,None,279.15,0.0,0.0,75,Clouds,broken clouds,3/3/2018 13:00,5240,high
25061,None,297.888,0.0,0.0,0,Clear,Sky is Clear,7/19/2016 11:00,3917,medium
22595,None,283.77,0.0,0.0,90,Haze,haze,4/20/2016 7:00,7192,very high
47327,None,293.85,0.25,0.0,20,Fog,fog,9/2/2018 22:00,2066,low
17348,None,300.47,0.0,0.0,1,Clear,sky is clear,8/13/2015 16:00,6349,very high
30044,None,267.59,0.0,0.0,5,Clear,sky is clear,1/14/2017 16:00,4727,high
41225,None,261.49,0.0,0.0,90,Mist,mist,2/3/2018 23:00,2935,medium
33317,None,282.84,0.0,0.0,5,Clear,sky is clear,5/2/2017 22:00,1830,low
24100,None,293.34,0.0,0.0,20,Clouds,few clouds,6/11/2016 2:00,635,very low
6451,None,287.55,0.0,0.0,90,Clouds,overcast clouds,5/27/2013 21:00,2183,low
32687,None,286.88,0.0,0.0,90,Rain,light rain,4/14/2017 22:00,4752,high
5547,None,280.91,0.0,0.0,40,Clouds,scattered clouds,4/27/2013 7:00,2381,low
1373,None,279.68,0.0,0.0,1,Clear,sky is clear,11/22/2012 3:00,317,very low
30205,None,272.62,0.0,0.0,1,Fog,fog,1/19/2017 1:00,542,very low
33984,None,287.75,0.0,0.0,90,Clouds,overcast clouds,5/24/2017 14:00,5087,high
9619,None,271.15,0.0,0.0,1,Clear,sky is clear,10/22/2013 7:00,6876,very high
31857,None,272.22,0.0,0.0,1,Clear,sky is clear,3/18/2017 23:00,2075,low
20509,None,273.67,0.0,0.13,90,Snow,light snow,1/8/2016 15:00,5548,high
14044,None,289.42,0.0,0.0,0,Clear,Sky is Clear,5/5/2014 13:00,4850,high
16865,None,295.83,0.0,0.0,1,Clear,sky is clear,7/26/2015 0:00,1212,very low
333,None,274.99,0.0,0.0,20,Clouds,few clouds,10/16/2012 8:00,6408,very high
26495,None,289.46,0.0,0.0,40,Drizzle,light intensity drizzle,9/10/2016 1:00,986,very low
15421,None,299.42,0.0,0.0,88,Clouds,overcast clouds,7/11/2014 20:00,3089,medium
33582,None,288.35,0.0,0.0,5,Clear,sky is clear,5/13/2017 9:00,4082,medium
13465,None,286.66,0.0,0.0,1,Clear,sky is clear,4/6/2014 14:00,4215,medium
24617,None,295.89,0.0,0.0,40,Clouds,scattered clouds,7/2/2016 11:00,3892,medium
13510,None,279.74,0.0,0.0,20,Clouds,few clouds,4/8/2014 11:00,4755,high
33496,None,290.14,0.0,0.0,90,Rain,proximity shower rain,5/9/2017 21:00,2655,low
35303,None,287.15,0.0,0.0,90,Clouds,overcast clouds,7/13/2017 7:00,6576,very high
38349,None,276.65,0.0,0.0,90,Rain,moderate rain,10/26/2017 20:00,3222,medium
34537,None,300.65,0.0,0.0,40,Clouds,scattered clouds,6/14/2017 17:00,6055,very high
18246,None,288.11,0.0,0.0,1,Clear,sky is clear,9/14/2015 5:00,2910,low
48007,None,288.5,0.0,0.0,1,Clear,sky is clear,9/23/2018 10:00,4594,high
17247,None,295.37,0.0,0.0,75,Rain,light rain,8/9/2015 16:00,4235,medium
25235,None,302.54,0.0,0.0,20,Clouds,few clouds,7/25/2016 16:00,5718,high
27703,None,281.987,0.0,0.0,0,Clear,Sky is Clear,10/30/2016 15:00,3893,medium
17979,None,297.14,0.0,0.0,1,Clear,sky is clear,9/5/2015 3:00,514,very low
34334,None,300.69,0.0,0.0,90,Drizzle,light intensity drizzle,6/7/2017 20:00,3076,medium
39776,None,267.95,0.0,0.0,90,Snow,light snow,12/15/2017 0:00,803,very low
26895,None,283.19,0.0,0.0,80,Clouds,broken clouds,9/26/2016 7:00,6049,very high
36303,None,291.07,0.0,0.0,90,Drizzle,light intensity drizzle,8/16/2017 6:00,5523,high
24091,None,300.7,0.0,0.0,12,Rain,light rain,6/10/2016 17:00,5571,high
40155,None,258.3,0.0,0.0,90,Haze,haze,12/28/2017 10:00,3562,medium
12626,None,247.44,0.0,0.0,1,Clear,sky is clear,3/2/2014 8:00,1707,low
37853,None,290.62,0.0,0.0,5,Clear,sky is clear,10/7/2017 19:00,3993,medium
9125,None,286.86,0.0,0.0,0,Clear,Sky is Clear,9/26/2013 6:00,5476,high
9180,None,287.83,0.0,0.0,90,Clouds,overcast clouds,9/28/2013 16:00,4390,high
26857,None,293.84,0.0,0.0,24,Clouds,few clouds,9/24/2016 17:00,4448,high
40319,None,256.23,0.0,0.0,40,Clouds,scattered clouds,1/3/2018 11:00,4328,medium
23069,None,290.0,0.0,0.0,1,Clear,sky is clear,5/6/2016 3:00,390,very low
10525,None,260.5,0.25,0.0,64,Snow,light snow,12/8/2013 20:00,2926,medium
24686,None,293.59,0.0,0.0,20,Mist,mist,7/5/2016 7:00,5115,high
39643,None,266.75,0.0,0.0,40,Clouds,scattered clouds,12/10/2017 4:00,392,very low
32956,None,291.9,0.0,0.0,1,Clear,sky is clear,4/22/2017 19:00,3813,medium
44296,None,295.29,0.0,0.0,75,Clouds,broken clouds,5/22/2018 15:00,5901,very high
23285,None,281.28,0.25,0.0,1,Mist,mist,5/12/2016 6:00,6061,very high
26357,None,296.53,0.0,0.0,1,Rain,light rain,9/5/2016 23:00,920,very low
26710,None,297.77,0.0,0.0,1,Clear,sky is clear,9/18/2016 13:00,4835,high
27281,None,277.988,0.0,0.0,92,Rain,light rain,10/12/2016 10:00,4155,medium
36982,None,290.22,0.0,0.0,75,Clouds,broken clouds,9/7/2017 21:00,2611,low
35376,None,291.42,0.0,0.0,1,Clear,sky is clear,7/16/2017 7:00,1373,very low
28082,None,274.28,0.0,0.0,1,Mist,mist,11/15/2016 1:00,315,very low
14009,None,276.37,1.5,0.0,90,Rain,moderate rain,4/29/2014 6:00,5537,high
13470,None,288.19,0.0,0.0,20,Clouds,few clouds,4/6/2014 19:00,3027,medium
27732,None,287.153,0.0,0.0,92,Rain,light rain,10/31/2016 20:00,2147,low
10763,None,259.22,0.0,0.0,64,Clouds,broken clouds,12/18/2013 2:00,341,very low
4552,None,271.54,0.0,0.0,1,Clear,sky is clear,3/26/2013 11:00,4545,high
29267,None,254.22,0.0,0.0,1,Clear,sky is clear,12/19/2016 0:00,420,very low
28168,None,281.22,0.0,0.0,40,Rain,light rain,11/18/2016 0:00,683,very low
45049,None,304.72,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/17/2018 16:00,4404,high
25015,None,294.595,0.0,0.0,36,Rain,light rain,7/17/2016 13:00,4135,medium
42675,None,273.94,0.0,0.0,90,Mist,mist,3/27/2018 3:00,344,very low
9463,None,283.06,0.0,0.0,92,Clouds,overcast clouds,10/14/2013 12:00,4696,high
43839,None,294.9,0.0,0.0,40,Rain,light rain,5/5/2018 19:00,3146,medium
12817,None,282.29,0.0,0.0,75,Clouds,broken clouds,3/10/2014 13:00,4739,high
30516,None,271.29,0.0,0.0,90,Clouds,overcast clouds,1/26/2017 16:00,6772,very high
25136,None,293.59,0.0,0.0,1,Mist,mist,7/22/2016 5:00,2708,low
22913,None,287.05,0.0,0.0,20,Clouds,few clouds,4/29/2016 15:00,6258,very high
28115,None,279.94,0.0,0.0,1,Clear,sky is clear,11/15/2016 22:00,3164,medium
29949,None,257.82,0.0,0.0,90,Snow,snow,1/11/2017 2:00,264,very low
23534,None,289.62,0.0,0.0,20,Clouds,few clouds,5/22/2016 8:00,1954,low
9444,None,283.31,0.25,0.0,76,Drizzle,light intensity drizzle,10/12/2013 18:00,4724,high
47366,None,294.82,0.51,0.0,90,Rain,light rain,9/3/2018 20:00,2627,low
2674,None,262.94,0.0,0.0,1,Clear,sky is clear,1/4/2013 15:00,5636,high
28311,None,274.15,0.0,0.0,90,Drizzle,light intensity drizzle,11/22/2016 10:00,4070,medium
42949,None,261.69,0.0,0.0,1,Clear,sky is clear,4/5/2018 3:00,352,very low
41878,None,278.15,0.0,0.0,1,Clear,sky is clear,2/26/2018 16:00,6370,very high
40552,None,260.46,0.0,0.0,90,Mist,mist,1/11/2018 13:00,3293,medium
25132,None,295.19,0.0,0.0,1,Fog,fog,7/22/2016 2:00,428,very low
4489,None,270.48,0.0,0.0,1,Clear,sky is clear,3/23/2013 22:00,4260,medium
40137,None,257.48,0.0,0.0,90,Snow,light snow,12/28/2017 4:00,743,very low
21202,None,257.3,0.0,0.0,90,Clouds,overcast clouds,2/10/2016 9:00,5287,high
40877,None,271.22,0.0,0.0,90,Snow,heavy snow,1/22/2018 17:00,1379,very low
986,None,278.21,0.0,0.0,90,Rain,light rain,11/7/2012 16:00,6267,very high
35501,None,294.08,0.0,0.0,75,Rain,moderate rain,7/20/2017 0:00,832,very low
11110,None,250.14,0.0,0.0,1,Clear,sky is clear,12/31/2013 1:00,351,very low
41024,None,272.08,0.0,0.0,1,Clear,sky is clear,1/27/2018 12:00,5344,high
36458,None,299.95,0.0,0.0,1,Clear,sky is clear,8/20/2017 13:00,4448,high
16938,None,300.39,0.0,0.0,90,Rain,light rain,7/28/2015 18:00,4770,high
22057,None,277.87,0.0,0.0,90,Rain,moderate rain,3/26/2016 23:00,1797,low
9804,None,269.63,0.0,0.0,64,Clouds,broken clouds,11/12/2013 13:00,5024,high
34524,None,291.29,0.0,0.0,1,Clear,sky is clear,6/14/2017 5:00,2890,low
7900,None,291.78,0.0,0.0,56,Clouds,broken clouds,7/24/2013 10:00,4750,high
41813,None,270.75,0.0,0.0,90,Haze,haze,2/24/2018 15:00,3660,medium
46639,None,292.94,0.0,0.0,1,Haze,haze,8/12/2018 1:00,868,very low
27419,None,284.881,0.0,0.0,12,Clouds,few clouds,10/18/2016 10:00,4299,medium
3223,None,272.94,0.0,0.0,90,Mist,mist,1/30/2013 5:00,2608,low
26105,None,288.95,0.25,0.0,90,Fog,fog,8/28/2016 6:00,912,very low
39615,None,271.81,0.0,0.0,90,Haze,haze,12/9/2017 0:00,1326,very low
25723,None,293.25,0.0,0.0,0,Clear,Sky is Clear,8/14/2016 9:00,2452,low
7411,None,295.39,0.0,0.0,40,Clouds,scattered clouds,7/3/2013 21:00,3077,medium
4195,None,273.98,0.0,0.0,90,Mist,mist,3/10/2013 5:00,438,very low
9700,None,268.43,0.0,0.0,64,Mist,mist,11/8/2013 2:00,317,very low
14548,None,285.26,0.0,0.0,1,Clear,sky is clear,5/21/2014 23:00,1089,very low
29609,None,265.48,0.0,0.0,40,Clouds,scattered clouds,12/30/2016 7:00,4325,medium
19771,None,274.08,0.0,0.0,90,Rain,light rain,12/1/2015 6:00,5418,high
11920,None,256.76,0.0,0.0,0,Clear,sky is clear,2/1/2014 1:00,644,very low
19732,None,274.43,0.0,0.0,90,Clouds,overcast clouds,11/29/2015 14:00,4454,high
1344,None,273.99,0.0,0.0,1,Mist,mist,11/21/2012 5:00,2489,low
27342,None,291.381,0.0,0.0,64,Clouds,broken clouds,10/15/2016 0:00,1148,very low
29502,None,275.48,0.0,0.0,90,Snow,light snow,12/25/2016 23:00,980,very low
3881,None,259.4,0.0,0.0,20,Mist,mist,2/25/2013 6:00,5615,high
3813,None,266.63,0.0,0.0,90,Snow,heavy snow,2/23/2013 5:00,664,very low
34174,None,279.82,0.0,0.0,1,Clear,sky is clear,6/1/2017 4:00,848,very low
13797,None,294.15,0.0,0.0,40,Clouds,scattered clouds,4/20/2014 12:00,3843,medium
11692,None,247.15,0.0,0.0,1,Clear,sky is clear,1/23/2014 5:00,2484,low
15190,None,286.92,0.0,0.0,88,Mist,mist,7/2/2014 0:00,702,very low
46383,None,289.69,0.0,0.0,75,Clouds,broken clouds,8/3/2018 7:00,5783,high
21976,None,274.94,0.0,0.0,1,Clear,sky is clear,3/22/2016 23:00,1279,very low
45854,None,303.22,0.0,0.0,40,Clouds,scattered clouds,7/14/2018 17:00,4354,medium
22082,None,276.58,0.0,0.0,90,Clouds,overcast clouds,3/27/2016 12:00,3858,medium
43434,None,281.43,0.0,0.0,5,Clear,sky is clear,4/19/2018 14:00,5444,high
5695,None,277.74,0.0,0.0,90,Clouds,overcast clouds,5/2/2013 19:00,3559,medium
41891,None,268.35,0.0,0.0,1,Mist,mist,2/27/2018 4:00,878,very low
11466,None,266.15,0.0,0.0,90,Haze,haze,1/14/2014 10:00,3740,medium
25562,None,301.35,0.0,0.0,56,Clouds,broken clouds,8/7/2016 16:00,4586,high
37371,None,306.58,0.0,0.0,1,Clear,sky is clear,9/22/2017 17:00,5502,high
44687,None,301.51,0.0,0.0,40,Clouds,scattered clouds,6/4/2018 20:00,2941,medium
38087,None,287.34,0.0,0.0,5,Clear,sky is clear,10/16/2017 13:00,4880,high
26233,None,290.82,0.0,0.0,1,Clear,sky is clear,9/1/2016 9:00,4944,high
1458,None,263.42,0.0,0.0,75,Clouds,broken clouds,11/25/2012 9:00,2222,low
498,None,279.05,0.0,0.0,8,Mist,mist,10/22/2012 6:00,5456,high
14651,None,291.15,0.0,0.0,75,Clouds,broken clouds,5/26/2014 6:00,899,very low
17950,None,296.79,0.0,0.0,1,Clear,sky is clear,9/3/2015 22:00,2610,low
21136,None,269.29,0.0,0.0,90,Mist,mist,2/7/2016 19:00,1618,low
32715,None,287.29,0.0,0.0,90,Mist,mist,4/15/2017 7:00,1908,low
33580,None,285.09,0.0,0.0,20,Clouds,few clouds,5/13/2017 7:00,2087,low
11902,None,255.93,0.0,0.0,0,Clear,sky is clear,1/31/2014 7:00,5363,high
35256,None,300.28,0.0,0.0,75,Clouds,broken clouds,7/11/2017 13:00,5023,high
1807,None,271.39,0.0,0.0,90,Mist,mist,12/8/2012 16:00,4983,high
41333,None,258.68,0.0,0.0,40,Clouds,scattered clouds,2/7/2018 20:00,3037,medium
40739,None,267.86,0.0,0.0,1,Clear,sky is clear,1/17/2018 14:00,5147,high
37199,None,295.15,0.0,0.0,90,Rain,proximity shower rain,9/16/2017 7:00,2174,low
36135,None,294.88,0.0,0.0,75,Clouds,broken clouds,8/10/2017 16:00,6326,very high
12762,None,264.42,0.0,0.0,20,Clouds,few clouds,3/8/2014 5:00,775,very low
12304,None,267.9,0.0,0.0,90,Clouds,overcast clouds,2/17/2014 1:00,358,very low
25165,None,298.14,0.0,0.0,90,Clouds,overcast clouds,7/23/2016 8:00,2497,low
42108,None,271.22,0.0,0.0,90,Mist,mist,3/6/2018 4:00,807,very low
30216,None,273.28,0.0,0.0,1,Mist,mist,1/19/2017 5:00,2810,low
14920,None,293.67,0.0,0.0,90,Clouds,overcast clouds,6/5/2014 18:00,5281,high
37224,None,286.72,0.0,0.0,40,Thunderstorm,proximity thunderstorm,9/17/2017 2:00,662,very low
22124,None,285.86,0.0,0.0,40,Thunderstorm,proximity thunderstorm,3/29/2016 22:00,2839,low
47292,None,301.36,0.25,0.0,1,Rain,light rain,9/1/2018 19:00,3518,medium
24964,None,289.872,0.0,0.0,92,Clouds,overcast clouds,7/15/2016 10:00,4524,high
16803,None,296.19,0.0,0.0,1,Clear,sky is clear,7/23/2015 22:00,2936,medium
31280,None,267.86,0.0,0.0,1,Clear,sky is clear,2/24/2017 22:00,2402,low
15877,None,294.38,0.0,0.0,1,Clear,sky is clear,8/3/2014 23:00,1195,very low
33516,None,290.75,0.0,0.0,90,Drizzle,light intensity drizzle,5/10/2017 15:00,5667,high
8759,None,289.54,0.0,0.0,0,Clear,Sky is Clear,9/2/2013 19:00,3356,medium
2762,None,270.22,0.0,0.0,75,Clouds,broken clouds,1/8/2013 8:00,6094,very high
502,None,290.59,0.0,0.0,20,Clouds,few clouds,10/22/2012 13:00,4546,high
29078,None,259.59,0.0,0.0,90,Snow,light snow,12/12/2016 15:00,5338,high
31003,None,270.536,0.0,0.0,0,Clear,Sky is Clear,2/14/2017 2:00,266,very low
45972,None,295.28,0.0,0.0,90,Rain,light rain,7/19/2018 11:00,4677,high
21282,None,264.93,0.0,0.0,90,Snow,light snow,2/14/2016 11:00,4842,high
1300,None,281.48,0.0,0.0,40,Clouds,scattered clouds,11/19/2012 9:00,5133,high
18065,None,293.35,0.0,0.0,1,Clear,sky is clear,9/8/2015 0:00,567,very low
15863,None,290.86,0.0,0.0,1,Haze,haze,8/2/2014 2:00,736,very low
12411,None,261.15,0.0,0.0,40,Clouds,scattered clouds,2/21/2014 12:00,2464,low
4133,None,268.87,0.0,0.0,40,Clouds,scattered clouds,3/7/2013 18:00,4818,high
2120,None,273.98,0.0,0.0,90,Snow,heavy snow,12/17/2012 1:00,306,very low
1118,None,288.29,0.0,0.0,20,Mist,mist,11/11/2012 18:00,3390,medium
40497,None,275.79,0.0,0.0,90,Mist,mist,1/10/2018 13:00,4926,high
14933,None,288.22,0.25,0.0,1,Mist,mist,6/6/2014 4:00,811,very low
44237,None,280.41,0.0,0.0,1,Clear,sky is clear,5/20/2018 8:00,1829,low
3736,None,264.7,0.0,0.0,90,Clouds,overcast clouds,2/19/2013 17:00,5936,very high
12454,None,255.52,0.0,0.0,1,Clear,sky is clear,2/23/2014 7:00,930,very low
39118,None,274.68,0.0,0.0,1,Clear,sky is clear,11/20/2017 10:00,4583,high
24223,None,290.79,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 5:00,3019,medium
35491,None,293.87,0.0,0.0,1,Clear,sky is clear,7/19/2017 19:00,3276,medium
25656,None,299.29,0.0,0.0,76,Clouds,broken clouds,8/11/2016 14:00,5154,high
47912,None,290.77,4.15,0.0,90,Thunderstorm,thunderstorm with light drizzle,9/20/2018 14:00,4517,high
35711,None,300.68,0.0,0.0,1,Clear,sky is clear,7/26/2017 19:00,3664,medium
7171,None,294.42,9.14,0.0,90,Rain,heavy intensity rain,6/24/2013 6:00,5913,very high
734,None,271.41,0.0,0.0,75,Haze,haze,10/29/2012 1:00,331,very low
13138,None,265.8,0.0,0.0,75,Clouds,broken clouds,3/23/2014 22:00,1482,low
18465,None,296.63,0.0,0.0,1,Clear,sky is clear,9/21/2015 19:00,3458,medium
45403,None,302.61,0.0,0.0,1,Clear,sky is clear,6/28/2018 19:00,3794,medium
25937,None,294.01,0.0,0.0,1,Haze,haze,8/23/2016 2:00,322,very low
32840,None,283.29,0.0,0.0,40,Rain,light rain,4/19/2017 14:00,5362,high
7322,None,289.88,1.35,0.0,90,Rain,moderate rain,6/30/2013 6:00,905,very low
42284,None,273.29,0.0,0.0,1,Clear,sky is clear,3/12/2018 12:00,4666,high
21940,None,275.58,0.0,0.0,1,Clear,sky is clear,3/20/2016 20:00,2721,low
36788,None,294.15,0.0,0.0,5,Clear,sky is clear,8/31/2017 15:00,6376,very high
16385,None,285.02,0.0,0.0,1,Clear,sky is clear,7/8/2015 4:00,874,very low
11086,None,249.15,0.0,0.0,1,Clear,sky is clear,12/30/2013 5:00,2107,low
24802,None,287.83,0.0,0.0,1,Fog,fog,7/9/2016 5:00,976,very low
17408,None,296.17,0.0,0.0,1,Clear,sky is clear,8/16/2015 1:00,1047,very low
3292,None,244.82,0.0,0.0,11,Clouds,few clouds,2/2/2013 3:00,354,very low
19176,None,281.43,0.0,0.0,90,Rain,moderate rain,10/28/2015 1:00,339,very low
5786,None,275.68,0.0,0.0,90,Clouds,overcast clouds,5/5/2013 11:00,3728,medium
18553,None,290.95,0.0,0.0,90,Rain,light rain,9/24/2015 10:00,4782,high
1699,None,283.74,0.0,0.0,90,Drizzle,light intensity drizzle,12/4/2012 9:00,5388,high
15490,None,288.88,0.0,0.0,1,Clear,sky is clear,7/14/2014 4:00,893,very low
47339,None,291.59,0.25,0.0,75,Mist,mist,9/3/2018 4:00,325,very low
20174,None,269.35,0.0,0.0,90,Clouds,overcast clouds,12/24/2015 6:00,2478,low
29447,None,273.72,0.0,0.0,90,Mist,mist,12/25/2016 2:00,348,very low
46061,None,297.55,0.0,0.0,20,Clouds,few clouds,7/21/2018 21:00,3435,medium
31394,None,271.95,0.0,0.0,90,Snow,light snow,3/1/2017 3:00,375,very low
4398,None,261.65,0.0,0.0,1,Clear,sky is clear,3/20/2013 1:00,472,very low
39149,None,270.42,0.0,0.0,1,Clear,sky is clear,11/21/2017 17:00,6379,very high
24243,None,291.05,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 1:00,531,very low
26860,None,292.6,0.0,0.0,80,Clouds,broken clouds,9/24/2016 20:00,3135,medium
22384,None,277.59,0.0,0.0,1,Clear,sky is clear,4/10/2016 22:00,1724,low
12349,None,272.39,0.0,0.0,1,Clear,sky is clear,2/18/2014 22:00,1608,low
18567,None,292.96,0.0,0.0,90,Rain,light rain,9/24/2015 16:00,6454,very high
16961,None,300.0,0.0,0.0,1,Clear,sky is clear,7/29/2015 18:00,4531,high
36795,None,287.75,0.0,0.0,40,Clouds,scattered clouds,8/31/2017 22:00,2421,low
11,None,289.38,0.0,0.0,1,Clear,sky is clear,10/2/2012 20:00,2784,low
29929,None,269.69,0.0,0.0,90,Snow,snow,1/10/2017 12:00,3312,medium
28324,None,274.15,0.0,0.0,90,Rain,moderate rain,11/22/2016 16:00,5266,high
6260,None,292.57,0.0,0.0,90,Rain,moderate rain,5/21/2013 21:00,2682,low
41161,None,255.02,0.0,0.0,1,Clear,sky is clear,2/1/2018 22:00,2165,low
31974,None,276.69,0.0,0.0,90,Rain,light rain,3/23/2017 18:00,4531,high
30911,None,267.27,0.0,0.0,1,Clear,sky is clear,2/10/2017 6:00,5684,high
971,None,277.51,0.0,0.0,90,Rain,light rain,11/7/2012 6:00,5788,high
18149,None,289.8,0.0,0.0,1,Clear,sky is clear,9/10/2015 10:00,4743,high
12367,None,276.86,0.0,0.0,90,Clouds,overcast clouds,2/19/2014 16:00,6660,very high
6831,None,291.58,0.0,0.0,88,Rain,light rain,6/9/2013 21:00,2322,low
18814,None,292.35,0.0,0.0,90,Haze,haze,10/6/2015 13:00,4775,high
10198,None,265.58,0.0,0.0,64,Clouds,broken clouds,11/28/2013 18:00,3132,medium
31208,None,275.68,0.0,0.0,90,Mist,mist,2/22/2017 8:00,5732,high
25782,None,292.38,0.0,0.0,0,Clear,Sky is Clear,8/16/2016 20:00,2445,low
35461,None,289.89,0.0,0.0,1,Fog,fog,7/19/2017 2:00,328,very low
25065,None,297.888,0.0,0.0,0,Clear,Sky is Clear,7/19/2016 15:00,4623,high
